"-12.850,42.371,0.000","-12.850,42.218,0.000","-12.850,42.218,0.000","-12.912,42.218,0.000","-12.912,42.218,0.000","-12.912,41.253,0.000","-12.912,41.253,0.000","-12.587,41.253,0.000","-12.587,41.253,0.000","-12.587,40.287,0.000","-12.587,40.287,0.000","-12.560,40.287,0.000","-12.560,40.287,0.000","-12.560,40.134,0.000","-12.560,40.134,0.000","-12.560,37.791,0.000","-12.560,37.791,0.000","-12.560,37.638,0.000","-12.560,37.638,0.000","-12.622,37.638,0.000","-12.622,37.638,0.000","-12.622,35.213,0.000","-12.622,35.213,0.000","-11.677,35.213,0.000","-11.677,35.213,0.000","-11.677,34.842,0.000","-11.677,34.842,0.000","-10.703,34.842,0.000","-10.703,34.842,0.000","-10.703,35.213,0.000","-10.703,35.213,0.000","-9.367,35.213,0.000","-9.367,35.213,0.000","-9.367,34.842,0.000","-9.367,34.842,0.000","-8.393,34.842,0.000","-8.393,34.842,0.000","-8.393,35.213,0.000","-8.393,35.213,0.000","-7.448,35.213,0.000","-7.448,35.213,0.000","-7.448,41.292,0.000","-7.448,41.292,0.000","-7.448,44.167,0.000","-7.448,44.167,0.000","-7.483,44.167,0.000","-7.483,44.167,0.000","-7.483,44.983,0.000","-7.483,44.983,0.000","-7.448,44.983,0.000","-7.448,44.983,0.000","-7.448,47.212,0.000","-7.448,47.212,0.000","-7.448,49.870,0.000","-7.448,49.870,0.000","-7.483,49.870,0.000","-7.483,49.870,0.000","-7.483,50.336,0.000","-7.483,50.336,0.000","-10.732,50.336,0.000","-10.732,50.336,0.000","-10.732,47.397,0.000","-10.732,47.397,0.000","-10.732,45.412,0.000","-10.732,45.412,0.000","-10.732,44.052,0.000","-10.732,44.052,0.000","-12.850,44.052,0.000","-12.850,44.052,0.000","-12.850,42.371,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-38.720,40.722,0.000","-38.720,38.923,0.000","-38.720,38.923,0.000","-38.424,38.923,0.000","-38.424,38.923,0.000","-38.424,38.888,0.000","-38.424,38.888,0.000","-36.112,38.888,0.000","-36.112,38.888,0.000","-33.572,38.888,0.000","-33.572,38.888,0.000","-30.402,38.888,0.000","-30.402,38.888,0.000","-27.232,38.888,0.000","-27.232,38.888,0.000","-26.080,38.888,0.000","-26.080,38.888,0.000","-26.080,38.950,0.000","-26.080,38.950,0.000","-25.942,38.950,0.000","-25.942,38.950,0.000","-24.308,38.950,0.000","-24.308,38.950,0.000","-24.308,38.012,0.000","-24.308,38.012,0.000","-22.318,38.012,0.000","-22.318,38.012,0.000","-22.318,38.238,0.000","-22.318,38.238,0.000","-22.318,40.722,0.000","-22.318,40.722,0.000","-23.752,40.722,0.000","-23.752,40.722,0.000","-25.978,40.722,0.000","-25.978,40.722,0.000","-25.978,40.947,0.000","-25.978,40.947,0.000","-26.452,40.947,0.000","-26.452,40.947,0.000","-26.452,40.722,0.000","-26.452,40.722,0.000","-29.148,40.722,0.000","-29.148,40.722,0.000","-32.318,40.722,0.000","-32.318,40.722,0.000","-35.488,40.722,0.000","-35.488,40.722,0.000","-38.720,40.722,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-52.147,49.887,0.000","-52.147,47.768,0.000","-52.147,47.768,0.000","-48.767,47.768,0.000","-48.767,47.768,0.000","-48.767,44.802,0.000","-48.767,44.802,0.000","-47.203,44.802,0.000","-47.203,44.802,0.000","-47.203,49.167,0.000","-47.203,49.167,0.000","-46.797,49.167,0.000","-46.797,49.167,0.000","-46.797,49.132,0.000","-46.797,49.132,0.000","-43.242,49.132,0.000","-43.242,49.132,0.000","-40.863,49.132,0.000","-40.863,49.132,0.000","-40.863,50.403,0.000","-40.863,50.403,0.000","-40.475,50.403,0.000","-40.475,50.403,0.000","-40.475,53.202,0.000","-40.475,53.202,0.000","-42.662,53.202,0.000","-42.662,53.202,0.000","-45.232,53.202,0.000","-45.232,53.202,0.000","-48.432,53.202,0.000","-48.432,53.202,0.000","-52.147,53.202,0.000","-52.147,53.202,0.000","-52.147,50.293,0.000","-52.147,50.293,0.000","-51.697,50.293,0.000","-51.697,50.293,0.000","-51.697,49.887,0.000","-51.697,49.887,0.000","-52.147,49.887,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-0.203,22.287,0.000","-0.203,25.328,0.000","-0.203,25.328,0.000","-1.898,25.328,0.000","-1.898,25.328,0.000","-1.898,24.478,0.000","-1.898,24.478,0.000","-3.732,24.478,0.000","-3.732,24.478,0.000","-3.732,23.619,0.000","-3.732,23.619,0.000","-3.732,23.422,0.000","-3.732,23.422,0.000","-4.172,23.422,0.000","-4.172,23.422,0.000","-4.782,23.422,0.000","-4.782,23.422,0.000","-4.782,21.508,0.000","-4.782,21.508,0.000","-4.782,19.892,0.000","-4.782,19.892,0.000","-4.782,17.898,0.000","-4.782,17.898,0.000","-4.782,15.902,0.000","-4.782,15.902,0.000","-6.518,15.902,0.000","-6.518,15.902,0.000","-6.518,14.068,0.000","-6.518,14.068,0.000","-4.968,14.068,0.000","-4.968,14.068,0.000","-2.452,14.068,0.000","-2.452,14.068,0.000","0.246,14.068,0.000","0.246,14.068,0.000","0.246,18.365,0.000","0.246,18.365,0.000","-0.203,18.365,0.000","-0.203,18.365,0.000","-0.203,21.233,0.000","-0.203,21.233,0.000","0.246,21.233,0.000","0.246,21.233,0.000","0.246,22.287,0.000","0.246,22.287,0.000","-0.203,22.287,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-19.892,12.042,0.000","-20.892,12.042,0.000","-20.892,12.042,0.000","-20.892,10.225,0.000","-20.892,10.225,0.000","-20.263,10.225,0.000","-20.263,10.225,0.000","-20.263,10.260,0.000","-20.263,10.260,0.000","-19.857,10.260,0.000","-19.857,10.260,0.000","-19.857,9.793,0.000","-19.857,9.793,0.000","-17.768,9.793,0.000","-17.768,9.793,0.000","-17.768,12.718,0.000","-17.768,12.718,0.000","-16.618,12.718,0.000","-16.618,12.718,0.000","-16.618,14.552,0.000","-16.618,14.552,0.000","-17.768,14.552,0.000","-17.768,14.552,0.000","-17.768,18.722,0.000","-17.768,18.722,0.000","-17.768,22.858,0.000","-17.768,22.858,0.000","-15.398,22.858,0.000","-15.398,22.858,0.000","-15.398,23.500,0.000","-15.398,23.500,0.000","-15.398,25.745,0.000","-15.398,25.745,0.000","-17.767,25.745,0.000","-17.767,25.745,0.000","-19.857,25.745,0.000","-19.857,25.745,0.000","-19.857,18.407,0.000","-19.857,18.407,0.000","-19.892,18.407,0.000","-19.892,18.407,0.000","-19.892,17.252,0.000","-19.892,17.252,0.000","-19.892,15.332,0.000","-19.892,15.332,0.000","-19.892,12.042,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-5.109,14.524,4.570","-5.262,14.524,4.570","-5.262,14.524,4.570","-5.262,14.586,4.570","-5.262,14.586,4.570","-7.758,14.586,4.570","-7.758,14.586,4.570","-10.288,14.586,4.570","-10.288,14.586,4.570","-12.852,14.586,4.570","-12.852,14.586,4.570","-15.398,14.586,4.570","-15.398,14.586,4.570","-15.398,14.811,4.570","-15.398,14.811,4.570","-15.872,14.811,4.570","-15.872,14.811,4.570","-15.872,14.586,4.570","-15.872,14.586,4.570","-16.768,14.586,4.570","-16.768,14.586,4.570","-16.768,12.718,4.570","-16.768,12.718,4.570","-11.612,12.718,4.570","-11.612,12.718,4.570","-8.358,12.718,4.570","-8.358,12.718,4.570","-4.838,12.718,4.570","-4.838,12.718,4.570","-3.512,12.718,4.570","-3.512,12.718,4.570","-2.402,12.718,4.570","-2.402,12.718,4.570","-2.402,14.551,4.570","-2.402,14.551,4.570","-3.463,14.551,4.570","-3.463,14.551,4.570","-3.463,14.524,4.570","-3.463,14.524,4.570","-3.616,14.524,4.570","-3.616,14.524,4.570","-5.109,14.524,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-1.748,24.746,4.570","-6.692,24.746,4.570","-6.692,24.746,4.570","-9.552,24.746,4.570","-9.552,24.746,4.570","-12.392,24.746,4.570","-12.392,24.746,4.570","-12.948,24.746,4.570","-12.948,24.746,4.570","-12.948,24.671,4.570","-12.948,24.671,4.570","-12.948,22.912,4.570","-12.948,22.912,4.570","-11.838,22.912,4.570","-11.838,22.912,4.570","-9.188,22.912,4.570","-9.188,22.912,4.570","-7.166,22.912,4.570","-7.166,22.912,4.570","-6.954,22.912,4.570","-6.954,22.912,4.570","-5.262,22.912,4.570","-5.262,22.912,4.570","-5.262,21.339,4.570","-5.262,21.339,4.570","-3.428,21.339,4.570","-3.428,21.339,4.570","-3.428,23.322,4.570","-3.428,23.322,4.570","-1.748,23.322,4.570","-1.748,23.322,4.570","-1.748,24.746,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-38.462,-0.247,0.000","-35.926,-0.247,0.000","-35.926,-0.247,0.000","-35.926,0.146,0.000","-35.926,0.146,0.000","-26.112,0.146,0.000","-26.112,0.146,0.000","-26.112,2.842,0.000","-26.112,2.842,0.000","-26.112,5.972,0.000","-26.112,5.972,0.000","-27.028,5.972,0.000","-27.028,5.972,0.000","-27.028,9.837,0.000","-27.028,9.837,0.000","-27.028,10.225,0.000","-27.028,10.225,0.000","-29.152,10.225,0.000","-29.152,10.225,0.000","-33.347,10.225,0.000","-33.347,10.225,0.000","-33.347,9.837,0.000","-33.347,9.837,0.000","-38.317,9.837,0.000","-38.317,9.837,0.000","-38.317,7.737,0.000","-38.317,7.737,0.000","-38.317,5.858,0.000","-38.317,5.858,0.000","-38.317,2.532,0.000","-38.317,2.532,0.000","-38.317,0.277,0.000","-38.317,0.277,0.000","-38.632,0.277,0.000","-38.632,0.277,0.000","-38.632,0.146,0.000","-38.632,0.146,0.000","-38.632,-0.247,0.000","-38.632,-0.247,0.000","-38.462,-0.247,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-17.914,37.074,4.570","-18.067,37.074,4.570","-18.067,37.074,4.570","-18.067,37.136,4.570","-18.067,37.136,4.570","-20.228,37.136,4.570","-20.228,37.136,4.570","-20.228,35.247,4.570","-20.228,35.247,4.570","-19.857,35.247,4.570","-19.857,35.247,4.570","-19.857,34.688,4.570","-19.857,34.688,4.570","-19.857,28.771,4.570","-19.857,28.771,4.570","-19.857,27.584,4.570","-19.857,27.584,4.570","-17.767,27.584,4.570","-17.767,27.584,4.570","-15.408,27.584,4.570","-15.408,27.584,4.570","-15.230,27.584,4.570","-15.230,27.584,4.570","-15.048,27.584,4.570","-15.048,27.584,4.570","-15.048,28.246,4.570","-15.048,28.246,4.570","-15.048,28.725,4.570","-15.048,28.725,4.570","-15.083,34.688,4.570","-15.083,34.688,4.570","-15.083,35.247,4.570","-15.083,35.247,4.570","-14.258,35.247,4.570","-14.258,35.247,4.570","-14.258,37.136,4.570","-14.258,37.136,4.570","-15.258,37.136,4.570","-15.258,37.136,4.570","-15.258,37.074,4.570","-15.258,37.074,4.570","-15.411,37.074,4.570","-15.411,37.074,4.570","-17.914,37.074,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-40.440,49.860,0.000","-38.693,49.860,0.000","-38.693,49.860,0.000","-38.693,50.293,0.000","-38.693,50.293,0.000","-38.171,50.293,0.000","-38.171,50.293,0.000","-37.757,50.293,0.000","-37.757,50.293,0.000","-37.693,50.293,0.000","-37.693,50.293,0.000","-37.693,51.852,0.000","-37.693,51.852,0.000","-38.222,51.852,0.000","-38.222,51.852,0.000","-38.222,51.817,0.000","-38.222,51.817,0.000","-38.693,51.817,0.000","-38.693,51.817,0.000","-38.693,52.556,0.000","-38.693,52.556,0.000","-38.658,52.556,0.000","-38.658,52.556,0.000","-38.658,54.340,0.000","-38.658,54.340,0.000","-38.693,54.340,0.000","-38.693,54.340,0.000","-38.693,55.421,0.000","-38.693,55.421,0.000","-40.475,55.421,0.000","-40.475,55.421,0.000","-40.475,53.202,0.000","-40.475,53.202,0.000","-40.475,50.403,0.000","-40.475,50.403,0.000","-40.440,50.403,0.000","-40.440,50.403,0.000","-40.440,49.860,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-40.475,40.868,0.000","-40.475,44.577,0.000","-40.475,44.577,0.000","-40.863,44.577,0.000","-40.863,44.577,0.000","-40.863,44.802,0.000","-40.863,44.802,0.000","-43.242,44.802,0.000","-43.242,44.802,0.000","-46.797,44.802,0.000","-46.797,44.802,0.000","-46.797,44.577,0.000","-46.797,44.577,0.000","-47.203,44.577,0.000","-47.203,44.577,0.000","-47.203,44.802,0.000","-47.203,44.802,0.000","-48.767,44.802,0.000","-48.767,44.802,0.000","-51.697,44.802,0.000","-51.697,44.802,0.000","-51.697,44.577,0.000","-51.697,44.577,0.000","-52.147,44.577,0.000","-52.147,44.577,0.000","-52.147,43.130,0.000","-52.147,43.130,0.000","-52.147,39.130,0.000","-52.147,39.130,0.000","-52.147,38.368,0.000","-52.147,38.368,0.000","-46.592,38.368,0.000","-46.592,38.368,0.000","-43.248,38.368,0.000","-43.248,38.368,0.000","-43.248,40.607,0.000","-43.248,40.607,0.000","-43.283,40.607,0.000","-43.283,40.607,0.000","-43.283,40.903,0.000","-43.283,40.903,0.000","-42.158,40.903,0.000","-42.158,40.903,0.000","-42.158,40.868,0.000","-42.158,40.868,0.000","-40.475,40.868,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-24.308,24.440,0.000","-26.080,24.502,0.000","-26.080,24.502,0.000","-27.232,24.502,0.000","-27.232,24.502,0.000","-30.402,24.502,0.000","-30.402,24.502,0.000","-33.572,24.502,0.000","-33.572,24.502,0.000","-36.368,24.502,0.000","-36.368,24.502,0.000","-38.720,24.502,0.000","-38.720,24.502,0.000","-38.720,22.668,0.000","-38.720,22.668,0.000","-35.522,22.668,0.000","-35.522,22.668,0.000","-32.352,22.668,0.000","-32.352,22.668,0.000","-29.182,22.668,0.000","-29.182,22.668,0.000","-26.012,22.668,0.000","-26.012,22.668,0.000","-22.318,22.668,0.000","-22.318,22.668,0.000","-22.318,25.447,0.000","-22.318,25.447,0.000","-24.308,25.447,0.000","-24.308,25.447,0.000","-24.308,24.440,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-19.830,19.570,4.570","-19.830,19.417,4.570","-19.830,19.417,4.570","-19.857,19.417,4.570","-19.857,19.417,4.570","-19.857,18.441,4.570","-19.857,18.441,4.570","-19.892,18.441,4.570","-19.892,18.441,4.570","-19.892,14.852,4.570","-19.892,14.852,4.570","-19.892,10.277,4.570","-19.892,10.277,4.570","-19.857,10.277,4.570","-19.857,10.277,4.570","-19.857,9.793,4.570","-19.857,9.793,4.570","-17.768,9.793,4.570","-17.768,9.793,4.570","-17.768,10.208,4.570","-17.768,10.208,4.570","-17.768,12.718,4.570","-17.768,12.718,4.570","-16.768,12.718,4.570","-16.768,12.718,4.570","-16.768,14.586,4.570","-16.768,14.586,4.570","-17.768,14.586,4.570","-17.768,14.586,4.570","-17.768,18.722,4.570","-17.768,18.722,4.570","-17.768,22.912,4.570","-17.768,22.912,4.570","-19.857,22.912,4.570","-19.857,22.912,4.570","-19.857,21.181,4.570","-19.857,21.181,4.570","-19.830,21.181,4.570","-19.830,21.181,4.570","-19.830,21.028,4.570","-19.830,21.028,4.570","-19.830,19.570,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-51.697,-0.247,0.000","-47.388,-0.247,0.000","-47.388,-0.247,0.000","-47.388,0.203,0.000","-47.388,0.203,0.000","-47.388,2.678,0.000","-47.388,2.678,0.000","-47.388,7.028,0.000","-47.388,7.028,0.000","-47.158,7.028,0.000","-47.158,7.028,0.000","-47.158,7.248,0.000","-47.158,7.248,0.000","-47.158,7.502,0.000","-47.158,7.502,0.000","-47.388,7.502,0.000","-47.388,7.502,0.000","-47.388,9.837,0.000","-47.388,9.837,0.000","-47.388,10.225,0.000","-47.388,10.225,0.000","-51.029,10.225,0.000","-51.029,10.225,0.000","-51.183,10.225,0.000","-51.183,10.225,0.000","-51.183,10.296,0.000","-51.183,10.296,0.000","-51.697,10.296,0.000","-51.697,10.296,0.000","-51.697,9.837,0.000","-51.697,9.837,0.000","-52.147,9.837,0.000","-52.147,9.837,0.000","-52.147,7.760,0.000","-52.147,7.760,0.000","-52.147,2.759,0.000","-52.147,2.759,0.000","-52.147,0.203,0.000","-52.147,0.203,0.000","-51.697,0.203,0.000","-51.697,0.203,0.000","-51.697,-0.247,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-11.892,34.772,4.570","-11.892,38.145,4.570","-11.892,38.145,4.570","-11.892,39.482,4.570","-11.892,39.482,4.570","-10.943,39.482,4.570","-10.943,39.482,4.570","-10.943,41.316,4.570","-10.943,41.316,4.570","-11.858,41.316,4.570","-11.858,41.316,4.570","-11.858,43.319,4.570","-11.858,43.319,4.570","-11.858,44.907,4.570","-11.858,44.907,4.570","-11.858,44.982,4.570","-11.858,44.982,4.570","-14.677,44.982,4.570","-14.677,44.982,4.570","-14.677,44.611,4.570","-14.677,44.611,4.570","-15.258,44.611,4.570","-15.258,44.611,4.570","-15.258,42.218,4.570","-15.258,42.218,4.570","-15.258,37.212,4.570","-15.258,37.212,4.570","-15.258,37.136,4.570","-15.258,37.136,4.570","-14.258,37.136,4.570","-14.258,37.136,4.570","-14.258,35.247,4.570","-14.258,35.247,4.570","-13.900,35.247,4.570","-13.900,35.247,4.570","-13.900,34.772,4.570","-13.900,34.772,4.570","-11.892,34.772,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-33.382,44.982,4.570","-33.382,45.044,4.570","-33.382,45.044,4.570","-33.229,45.044,4.570","-33.229,45.044,4.570","-31.701,45.044,4.570","-31.701,45.044,4.570","-31.548,45.044,4.570","-31.548,45.044,4.570","-31.548,44.982,4.570","-31.548,44.982,4.570","-29.352,44.982,4.570","-29.352,44.982,4.570","-27.122,44.982,4.570","-27.122,44.982,4.570","-27.122,46.816,4.570","-27.122,46.816,4.570","-28.068,46.816,4.570","-28.068,46.816,4.570","-31.478,46.816,4.570","-31.478,46.816,4.570","-34.888,46.816,4.570","-34.888,46.816,4.570","-36.590,46.816,4.570","-36.590,46.816,4.570","-36.590,44.982,4.570","-36.590,44.982,4.570","-36.542,44.982,4.570","-36.542,44.982,4.570","-34.193,44.982,4.570","-34.193,44.982,4.570","-33.382,44.982,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-4.362,41.292,0.000","-4.362,34.842,0.000","-4.362,34.842,0.000","-3.177,34.842,0.000","-3.177,34.842,0.000","-3.040,34.842,0.000","-3.040,34.842,0.000","-3.040,43.899,0.000","-3.040,43.899,0.000","-3.040,44.052,0.000","-3.040,44.052,0.000","-2.978,44.052,0.000","-2.978,44.052,0.000","-2.978,47.012,0.000","-2.978,47.012,0.000","-2.978,49.976,0.000","-2.978,49.976,0.000","-4.362,49.976,0.000","-4.362,49.976,0.000","-4.362,47.212,0.000","-4.362,47.212,0.000","-4.362,44.202,0.000","-4.362,44.202,0.000","-4.362,43.728,0.000","-4.362,43.728,0.000","-4.362,41.292,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31.738,19.382,4.570","-31.610,19.382,4.570","-31.610,19.382,4.570","-31.610,21.063,4.570","-31.610,21.063,4.570","-31.610,21.216,4.570","-31.610,21.216,4.570","-31.548,21.216,4.570","-31.548,21.216,4.570","-31.548,28.628,4.570","-31.548,28.628,4.570","-31.551,28.628,4.570","-31.551,28.628,4.570","-31.551,28.781,4.570","-31.551,28.781,4.570","-31.551,34.619,4.570","-31.551,34.619,4.570","-31.551,34.796,4.570","-31.551,34.796,4.570","-33.382,34.796,4.570","-33.382,34.796,4.570","-33.382,31.074,4.570","-33.382,31.074,4.570","-33.488,31.074,4.570","-33.488,31.074,4.570","-33.488,29.244,4.570","-33.488,29.244,4.570","-33.382,29.244,4.570","-33.382,29.244,4.570","-33.382,28.464,4.570","-33.382,28.464,4.570","-33.382,28.279,4.570","-33.382,28.279,4.570","-33.382,21.476,4.570","-33.382,21.476,4.570","-33.382,18.847,4.570","-33.382,18.847,4.570","-33.347,18.847,4.570","-33.347,18.847,4.570","-33.347,18.286,4.570","-33.347,18.286,4.570","-31.738,18.286,4.570","-31.738,18.286,4.570","-31.738,19.382,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-19.857,42.218,0.000","-18.058,42.218,0.000","-18.058,42.218,0.000","-18.058,44.052,0.000","-18.058,44.052,0.000","-18.058,47.142,0.000","-18.058,47.142,0.000","-18.058,49.282,0.000","-18.058,49.282,0.000","-18.058,49.976,0.000","-18.058,49.976,0.000","-19.816,49.976,0.000","-19.816,49.976,0.000","-19.816,49.870,0.000","-19.816,49.870,0.000","-19.969,49.870,0.000","-19.969,49.870,0.000","-21.118,49.870,0.000","-21.118,49.870,0.000","-21.118,48.088,0.000","-21.118,48.088,0.000","-19.892,48.088,0.000","-19.892,48.088,0.000","-19.892,45.422,0.000","-19.892,45.422,0.000","-19.857,45.422,0.000","-19.857,45.422,0.000","-19.857,44.983,0.000","-19.857,44.983,0.000","-19.857,42.218,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-40.492,18.813,0.000","-40.492,22.522,0.000","-40.492,22.522,0.000","-43.248,22.522,0.000","-43.248,22.522,0.000","-43.248,24.352,0.000","-43.248,24.352,0.000","-43.248,24.598,0.000","-43.248,24.598,0.000","-43.248,25.022,0.000","-43.248,25.022,0.000","-46.592,25.022,0.000","-46.592,25.022,0.000","-52.147,25.022,0.000","-52.147,25.022,0.000","-52.147,18.813,0.000","-52.147,18.813,0.000","-51.697,18.813,0.000","-51.697,18.813,0.000","-51.697,18.588,0.000","-51.697,18.588,0.000","-47.203,18.588,0.000","-47.203,18.588,0.000","-47.203,18.813,0.000","-47.203,18.813,0.000","-46.797,18.813,0.000","-46.797,18.813,0.000","-46.797,18.588,0.000","-46.797,18.588,0.000","-43.416,18.588,0.000","-43.416,18.588,0.000","-40.863,18.588,0.000","-40.863,18.588,0.000","-40.863,18.813,0.000","-40.863,18.813,0.000","-40.492,18.813,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-38.658,22.668,0.000","-38.720,22.668,0.000","-38.720,22.668,0.000","-38.720,22.821,0.000","-38.720,22.821,0.000","-38.720,24.349,0.000","-38.720,24.349,0.000","-38.720,24.502,0.000","-38.720,24.502,0.000","-38.658,24.502,0.000","-38.658,24.502,0.000","-38.658,24.996,0.000","-38.658,24.996,0.000","-40.492,24.996,0.000","-40.492,24.996,0.000","-40.492,24.598,0.000","-40.492,24.598,0.000","-40.492,24.352,0.000","-40.492,24.352,0.000","-40.492,22.522,0.000","-40.492,22.522,0.000","-40.492,18.813,0.000","-40.492,18.813,0.000","-40.492,18.407,0.000","-40.492,18.407,0.000","-40.492,16.752,0.000","-40.492,16.752,0.000","-38.658,16.752,0.000","-38.658,16.752,0.000","-38.658,18.622,0.000","-38.658,18.622,0.000","-38.658,22.668,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
